t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6
2.885517241379310427e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.895517241379310214e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.905517241379310445e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.915517241379310232e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.925517241379310462e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.935517241379310249e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.945517241379310480e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.955517241379310267e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.965517241379310498e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.975517241379310285e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.985517241379310516e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.995517241379310303e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.005517241379310533e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.015517241379310320e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.025517241379310551e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.035517241379310338e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.045517241379310569e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.055517241379310356e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.065517241379310587e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.075517241379310374e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.085517241379310605e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.095517241379310391e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.105517241379310178e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.115517241379310409e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.125517241379310640e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.135517241379310427e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.145517241379310214e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.155517241379310445e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165517241379310232e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.175517241379310462e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.185517241379310249e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.195517241379310480e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.205517241379310267e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.215517241379310498e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.225517241379310285e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.235517241379310516e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.245517241379310303e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.255517241379310533e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.265517241379310320e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.275517241379310551e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.285517241379310338e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.295517241379310569e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.305517241379310356e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.315517241379310587e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.325517241379310374e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.335517241379310605e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.345517241379310391e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.355517241379310178e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.365517241379310409e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.375517241379310640e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.385517241379310427e+00,3.689820580017404544e-08,1.761999999999999789e+00,-4.477995408880493252e-08,-7.000000000000000666e-02,-1.542652750888588949e-07,-1.699999999999990408e-02,-2.103208503355533259e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
