t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.05700832,0.00071654,-0.78851860,-0.00019704,-2.21637458,0.00420210,1.58755378,0.78553174,0.01780301,-0.05288150,-0.00148132,0.26595608,0.00022408,0.02738331,-0.00233161,-0.13525924,-0.95269059,-0.44123705,0.64326934,0.49031588,0.26156683,-0.04738608,0.98372943,0.01580480,0.11193961,-2.96764266,0.51452697,-0.16670732,0.00384778,0.21498023,0.95269059
0.05800847,0.00074053,-0.78857478,-0.00019270,-2.21612090,0.00420214,1.58757281,0.78554052,0.01946704,-0.05405594,0.00030580,0.26266749,0.00015167,0.02502079,0.00178395,-0.13247208,-0.94710963,-0.43833531,0.62500764,0.48961541,0.25914511,-0.04728257,0.98954194,0.02496382,0.09426140,-3.02945126,0.51534531,-0.17295922,-0.02466392,0.21496037,0.94710963
0.05900861,0.00076116,-0.78863422,-0.00019641,-2.21586616,0.00420191,1.58759378,0.78553761,0.02007380,-0.05579760,-0.00127593,0.26012767,0.00007055,0.02410865,0.00067111,-0.12975681,-0.94134120,-0.43624968,0.60742515,0.48895770,0.25684858,-0.04713885,1.01049616,0.04165804,0.12412284,-3.10245903,0.51622508,-0.18974279,-0.01597926,0.21494041,0.94134120
0.06000876,0.00078365,-0.78869618,-0.00019636,-2.21562288,0.00420183,1.58760998,0.78553613,0.02012555,-0.05791094,-0.00080498,0.25519957,-0.00009253,0.02241285,-0.00025479,-0.12686451,-0.93240921,-0.43428870,0.58891076,0.48833592,0.25452803,-0.04699166,1.03955507,0.06423230,0.12521777,-3.14140580,0.51770963,-0.20101806,-0.00866478,0.21492135,0.93240921
0.06100891,0.00080344,-0.78875656,-0.00019248,-2.21537589,0.00420256,1.58762124,0.78553690,0.01999674,-0.05890543,0.00076379,0.25369099,0.00008786,0.01998814,-0.00010822,-0.12357644,-0.91888848,-0.43243436,0.56871772,0.48774804,0.25208060,-0.04686521,1.07185565,0.06952402,0.11064190,-3.22907187,0.51678312,-0.20724626,-0.00895343,0.21490200,0.91888848
0.06200905,0.00083060,-0.78882318,-0.00019633,-2.21513947,0.00420493,1.58763461,0.78553372,0.02236652,-0.06059338,-0.00090823,0.24889209,0.00115601,0.01765936,-0.00020935,-0.12018739,-0.90070696,-0.43138735,0.54646572,0.48715141,0.24943333,-0.04675358,1.06816316,0.08609671,0.14090721,-3.27021409,0.50952906,-0.21445013,-0.00730842,0.21488347,0.90070696
0.06300920,0.00085454,-0.78888754,-0.00019841,-2.21490183,0.00420650,1.58764626,0.78552877,0.02232890,-0.06235294,-0.00158500,0.24535716,0.00086425,0.01605969,-0.00183180,-0.11648045,-0.87836563,-0.43006248,0.52246059,0.48655924,0.24660659,-0.04664806,1.09907599,0.10240183,0.15772303,-3.32968395,0.51187600,-0.22695012,0.00509190,0.21486483,0.87836563
0.06400934,0.00088494,-0.78895144,-0.00020019,-2.21467008,0.00420599,1.58765469,0.78553534,0.02501818,-0.06296525,-0.00169343,0.24089155,0.00106978,0.01444453,0.00031661,-0.11227387,-0.85304618,-0.42762892,0.49750018,0.48599462,0.24367472,-0.04653111,1.09130029,0.10283799,0.16585345,-3.37592833,0.51086041,-0.23938565,-0.00947368,0.21484666,0.85304618
0.06500949,0.00091358,-0.78902218,-0.00019628,-2.21444871,0.00420772,1.58766256,0.78553295,0.02660478,-0.06575696,0.00009856,0.23623784,0.00083095,0.01221947,-0.00032566,-0.10849531,-0.82581358,-0.42571024,0.47233196,0.48540410,0.24071795,-0.04639761,1.09968693,0.13355175,0.14710124,-3.41917268,0.51287488,-0.24782871,-0.00403949,0.21482929,0.82581358
0.06600964,0.00094243,-0.78909203,-0.00019384,-2.21422910,0.00420373,1.58766540,0.78552826,0.02708407,-0.06709765,0.00134005,0.23077038,-0.00027572,0.01074876,-0.00230261,-0.10618244,-0.79679067,-0.42667077,0.44761918,0.48472921,0.23782908,-0.04627952,1.12383902,0.14419223,0.13635280,-3.45123396,0.52126994,-0.26148987,0.01086145,0.21481206,0.79679067
0.06700978,0.00097773,-0.78916102,-0.00019817,-2.21400787,0.00420218,1.58766847,0.78553229,0.02944198,-0.06715951,0.00016560,0.22775387,-0.00101329,0.00794333,-0.00088143,-0.10525434,-0.76732907,-0.43066686,0.42414628,0.48400220,0.23505928,-0.04618011,1.12098331,0.13603817,0.15921092,-3.51824601,0.52695006,-0.26608552,0.00154953,0.21479470,0.76732907
0.06800993,0.00100785,-0.78923520,-0.00019833,-2.21380386,0.00420360,1.58766863,0.78553547,0.02955187,-0.06946770,-0.00011985,0.22114629,-0.00029833,0.00546951,0.00023956,-0.10488056,-0.73925125,-0.43576618,0.40268137,0.48332391,0.23242615,-0.04605420,1.15061139,0.16014031,0.16966248,-3.53389709,0.52234249,-0.27309536,-0.00560661,0.21477868,0.73925125
0.06901007,0.00103990,-0.78930777,-0.00019838,-2.21359659,0.00420290,1.58767136,0.78553567,0.03030469,-0.06972794,-0.00016500,0.21663534,0.00061633,0.00532057,0.00010172,-0.10424176,-0.71342306,-0.44036444,0.38402701,0.48279651,0.22997000,-0.04588637,1.17132491,0.15464058,0.17657217,-3.57950917,0.51647188,-0.29673998,-0.00379022,0.21476241,0.71342306
0.07001022,0.00107297,-0.78937724,-0.00019805,-2.21339729,0.00420140,1.58767147,0.78553180,0.03092461,-0.06946792,-0.00030802,0.21121023,0.00043259,0.00409690,-0.00015562,-0.10292028,-0.69184814,-0.44394984,0.36924408,0.48248109,0.22771917,-0.04570263,1.19406715,0.14152158,0.18474355,-3.61194308,0.51834567,-0.31294384,-0.00092396,0.21474675,0.69184814
0.07101037,0.00111185,-0.78944902,-0.00019770,-2.21320840,0.00420191,1.58766985,0.78553253,0.03247202,-0.06954364,0.00013085,0.20467625,0.00060363,0.00338377,-0.00023765,-0.10098877,-0.67751213,-0.44677547,0.35988927,0.48240595,0.22573620,-0.04551431,1.20350523,0.13314097,0.18447983,-3.62827548,0.51765448,-0.33287017,0.00049562,0.21473191,0.67751213
0.07201051,0.00114767,-0.78952377,-0.00019782,-2.21301456,0.00420335,1.58767122,0.78553317,0.03399994,-0.07043283,0.00006670,0.20101710,0.00071582,0.00218831,-0.00037132,-0.09889414,-0.67104774,-0.44954448,0.35635809,0.48253939,0.22402655,-0.04531746,1.21377421,0.13498985,0.19102574,-3.68599806,0.51733766,-0.34988496,0.00229675,0.21471668,0.67104774
0.07301066,0.00118518,-0.78960117,-0.00019549,-2.21283409,0.00420738,1.58766875,0.78552859,0.03519368,-0.07227015,0.00066798,0.19543862,0.00146223,0.00129493,-0.00153681,-0.09705312,-0.66952608,-0.45281404,0.35670992,0.48277674,0.22243358,-0.04511263,1.22889075,0.15033673,0.18798008,-3.71601995,0.51247170,-0.36905513,0.01159326,0.21470250,0.66952608
0.07401080,0.00122325,-0.78967717,-0.00019709,-2.21265691,0.00420437,1.58766955,0.78553568,0.03684015,-0.07280047,-0.00022021,0.18891356,0.00069819,0.00120828,0.00034138,-0.09554769,-0.67065725,-0.45653786,0.35977771,0.48305871,0.22089554,-0.04488174,1.23773790,0.14751961,0.20588686,-3.73282246,0.51853843,-0.39421943,-0.00099298,0.21468856,0.67065725
0.07501095,0.00126192,-0.78975488,-0.00019703,-2.21248809,0.00420686,1.58767079,0.78553877,0.03730852,-0.07468656,-0.00008008,0.18327207,0.00111814,0.00107446,0.00072472,-0.09407780,-0.67412325,-0.46001514,0.36570867,0.48340186,0.21945638,-0.04460592,1.26345396,0.16273800,0.20941771,-3.76173209,0.51606975,-0.41936976,-0.00289873,0.21467529,0.67412325
0.07601110,0.00130479,-0.78983236,-0.00019909,-2.21232318,0.00420373,1.58767308,0.78553677,0.03901668,-0.07528459,-0.00060882,0.17796455,0.00054202,0.00196172,-0.00013414,-0.09233139,-0.67919677,-0.46268628,0.37384532,0.48380614,0.21806367,-0.04431153,1.27154646,0.15967166,0.22211210,-3.79525428,0.52086435,-0.45192797,0.00415431,0.21466231,0.67919677
0.07701124,0.00134663,-0.78991415,-0.00019908,-2.21216500,0.00420614,1.58767139,0.78553444,0.03943642,-0.07707565,-0.00002427,0.17171436,0.00125213,0.00099607,-0.00085584,-0.09028794,-0.68523551,-0.46461537,0.38336151,0.48425230,0.21664310,-0.04404052,1.29819920,0.17346132,0.21924247,-3.81552284,0.51640184,-0.47156957,0.01027655,0.21464987,0.68523551
0.07801139,0.00138513,-0.78999462,-0.00020294,-2.21201488,0.00420450,1.58767194,0.78553886,0.03896251,-0.07745200,-0.00159836,0.16620679,0.00068248,0.00050241,-0.00025216,-0.08749440,-0.69233867,-0.46524794,0.39397019,0.48477663,0.21517426,-0.04380624,1.33788610,0.16706483,0.24696535,-3.84571589,0.52111285,-0.49483750,0.00679394,0.21463805,0.69233867
0.07901153,0.00143487,-0.79007844,-0.00020086,-2.21187199,0.00420370,1.58767310,0.78553265,0.04227963,-0.07927118,-0.00007805,0.15882885,0.00105385,0.00064527,-0.00248540,-0.08383059,-0.70102180,-0.46442275,0.40578846,0.48540440,0.21367609,-0.04361888,1.32360702,0.18080454,0.22988891,-3.84949263,0.51920416,-0.52283351,0.02371077,0.21462680,0.70102180
0.08001168,0.00148175,-0.79016014,-0.00020294,-2.21172985,0.00420344,1.58767450,0.78553830,0.04383327,-0.07991792,-0.00140447,0.15358831,0.00020099,0.00026520,0.00003450,-0.08028731,-0.71143712,-0.46346196,0.41882395,0.48607550,0.21216483,-0.04348003,1.33451005,0.17732506,0.25318674,-3.88355300,0.52585209,-0.54741667,0.00677513,0.21461561,0.71143712
0.08101183,0.00153076,-0.79024576,-0.00019908,-2.21160352,0.00420655,1.58767290,0.78553914,0.04493353,-0.08226430,0.00059356,0.14578866,0.00089133,-0.00005850,0.00071938,-0.07753661,-0.72297898,-0.46337733,0.43263169,0.48673907,0.21062627,-0.04336723,1.35202935,0.19777274,0.22951052,-3.88070604,0.52155856,-0.57248393,0.00293777,0.21460566,0.72297898
0.08201197,0.00157640,-0.79033165,-0.00020472,-2.21148114,0.00420752,1.58767497,0.78553144,0.04515596,-0.08297427,-0.00126510,0.13895390,0.00109582,0.00071585,-0.00111577,-0.07536920,-0.73533523,-0.46408284,0.44715125,0.48741724,0.20907786,-0.04328070,1.38228890,0.19527190,0.26073387,-3.89133690,0.52078125,-0.60562046,0.01717648,0.21459602,0.73533523
0.08301212,0.00162678,-0.79041295,-0.00020472,-2.21136616,0.00420848,1.58767049,0.78553433,0.04649377,-0.08272468,-0.00052224,0.13205263,0.00058166,0.00031761,-0.00024415,-0.07315286,-0.75012328,-0.46452563,0.46304096,0.48816923,0.20755378,-0.04322094,1.39681747,0.17823360,0.25484251,-3.90052598,0.52506341,-0.63043649,0.01195059,0.21458697,0.75012328
0.08401226,0.00168194,-0.79049755,-0.00020858,-2.21125174,0.00421007,1.58767329,0.78553807,0.04929353,-0.08325780,-0.00167582,0.12721763,0.00057134,0.00079515,0.00105331,-0.07086632,-0.76904259,-0.46430379,0.48028070,0.48897513,0.20600673,-0.04315834,1.39048336,0.17160691,0.27517014,-3.93918060,0.52578345,-0.66201992,0.00371266,0.21457795,0.76904259
0.08501241,0.00173160,-0.79058118,-0.00021245,-2.21114427,0.00420958,1.58767198,0.78553830,0.04945392,-0.08286361,-0.00238613,0.12163280,0.00002639,-0.00001923,0.00087850,-0.06858968,-0.79193974,-0.46307226,0.49759169,0.48977813,0.20429907,-0.04307760,1.42209642,0.15182568,0.28996399,-3.96698453,0.53038258,-0.68454820,0.00596743,0.21456948,0.79193974
0.08601256,0.00178561,-0.79066656,-0.00020893,-2.21105052,0.00420724,1.58767075,0.78553611,0.05095937,-0.08325661,0.00010591,0.11373850,-0.00018363,-0.00033041,0.00000304,-0.06634150,-0.81916940,-0.46118566,0.51481723,0.49056920,0.20240853,-0.04299638,1.43477878,0.14289783,0.25887764,-3.96143510,0.53274718,-0.71081957,0.01325889,0.21456210,0.81916940
0.08701270,0.00184196,-0.79075041,-0.00021350,-2.21096092,0.00420864,1.58767243,0.78553538,0.05220786,-0.08311730,-0.00100620,0.10620796,0.00064646,-0.00009345,-0.00002356,-0.06465529,-0.85197603,-0.46027442,0.53342242,0.49135177,0.20046124,-0.04292966,1.45094980,0.12618619,0.27887447,-3.96102403,0.52765189,-0.74129038,0.01454473,0.21455503,0.85197603
0.08801285,0.00189525,-0.79083219,-0.00021161,-2.21087112,0.00420936,1.58766952,0.78553614,0.05257966,-0.08220269,-0.00075883,0.10180748,0.00048106,-0.00115343,0.00054382,-0.06331395,-0.89084161,-0.46005010,0.55381514,0.49214786,0.19844774,-0.04286143,1.48006797,0.09719308,0.27927290,-4.00478907,0.52958444,-0.76270271,0.01161255,0.21454796,0.89084161
0.08901299,0.00195736,-0.79091222,-0.00021276,-2.21078744,0.00420960,1.58766592,0.78553690,0.05523838,-0.08150100,-0.00127672,0.09633500,0.00042539,-0.00258799,0.00101975,-0.06189895,-0.93524812,-0.45957385,0.57481486,0.49294716,0.19620156,-0.04276985,1.47640778,0.07078796,0.29006423,-4.03335660,0.53077300,-0.78167170,0.00932963,0.21454136,0.93524812
0.09001314,0.00200918,-0.79099447,-0.00021255,-2.21071283,0.00420649,1.58765994,0.78553842,0.05419689,-0.08163873,-0.00042125,0.08934510,-0.00075051,-0.00355492,0.00135200,-0.06038910,-0.98436047,-0.45881426,0.59577297,0.49374079,0.19367086,-0.04265225,1.52605983,0.05611323,0.28220977,-4.04025374,0.54000345,-0.80401089,0.00802779,0.21453548,0.98436047
0.09101329,0.00207217,-0.79106914,-0.00021248,-2.21064585,0.00420469,1.58765448,0.78553842,0.05709286,-0.07924325,-0.00033265,0.08356225,-0.00219294,-0.00501815,0.00113417,-0.05879396,-1.03866673,-0.45807563,0.61748680,0.49456514,0.19097155,-0.04252229,1.51955776,0.00452680,0.28434173,-4.06333908,0.55104169,-0.82309387,0.01066140,0.21453021,1.03866673
0.09201343,0.00213079,-0.79114712,-0.00022053,-2.21058612,0.00420586,1.58764786,0.78553387,0.05748384,-0.07858091,-0.00237391,0.07638310,-0.00163886,-0.00615019,-0.00113308,-0.05699955,-1.09986320,-0.45682651,0.64124009,0.49547481,0.18824168,-0.04239687,1.54885983,-0.02245231,0.31738784,-4.06684441,0.54797156,-0.84467053,0.02787934,0.21452550,1.09986320
0.09301358,0.00219180,-0.79122688,-0.00021524,-2.21052979,0.00420574,1.58763832,0.78553387,0.05810101,-0.07924079,0.00009166,0.07024015,-0.00151579,-0.00707201,-0.00071319,-0.05477647,-1.16693220,-0.45445777,0.66708812,0.49648471,0.18553753,-0.04227484,1.57510093,-0.03198244,0.28566878,-4.08491389,0.54799622,-0.86782964,0.02607427,0.21452107,1.16693220
0.09401372,0.00225532,-0.79130780,-0.00021268,-2.21048313,0.00420814,1.58762754,0.78553842,0.05944119,-0.07946566,0.00067174,0.06305243,-0.00144859,-0.00846920,0.00102303,-0.05267921,-1.23621080,-0.45260619,0.69395179,0.49750427,0.18286253,-0.04213327,1.59114826,-0.04746265,0.28036465,-4.08777652,0.54829603,-0.88779538,0.01483666,0.21451740,1.23621080
0.09501387,0.00231710,-0.79138159,-0.00021461,-2.21044681,0.00420920,1.58761871,0.78553225,0.06009477,-0.07719622,-0.00007589,0.05475084,-0.00085594,-0.00904220,-0.00156491,-0.05103889,-1.30744424,-0.45209864,0.72257348,0.49851539,0.18033529,-0.04195820,1.61729939,-0.09878327,0.29448560,-4.07410408,0.54501758,-0.91379119,0.03441371,0.21451454,1.30744424
0.09601402,0.00238097,-0.79146021,-0.00021634,-2.21040140,0.00420955,1.58760398,0.78553691,0.06094775,-0.07820047,-0.00028939,0.05172502,-0.00053711,-0.01121978,0.00066146,-0.04922268,-1.38112119,-0.45152510,0.75327947,0.49956205,0.17796598,-0.04174743,1.64060679,-0.10511083,0.30039563,-4.13604640,0.54368198,-0.92857213,0.01976390,0.21451097,1.38112119
0.09701416,0.00244316,-0.79153628,-0.00022231,-2.21037121,0.00420804,1.58758607,0.78553766,0.06197227,-0.07721325,-0.00173695,0.04517732,-0.00082219,-0.01247285,0.00063035,-0.04658982,-1.45407263,-0.44936740,0.78363813,0.50061145,0.17552434,-0.04149369,1.66197402,-0.13929863,0.32425123,-4.14729119,0.54669415,-0.94981243,0.02111967,0.21450860,1.45407263
0.09801431,0.00251347,-0.79161274,-0.00021524,-2.21034433,0.00420656,1.58756361,0.78553539,0.06404473,-0.07667109,0.00099969,0.03970766,-0.00097729,-0.01529484,-0.00036336,-0.04346324,-1.52488915,-0.44607936,0.81276803,0.50161870,0.17294869,-0.04121392,1.66811320,-0.16835684,0.28772851,-4.17357443,0.54879962,-0.96007708,0.02937813,0.21450651,1.52488915
0.09901445,0.00258390,-0.79169683,-0.00021868,-2.21032581,0.00420809,1.58753965,0.78553387,0.06541840,-0.07891469,0.00000545,0.03354893,0.00037201,-0.01781697,-0.00050560,-0.04090470,-1.59228376,-0.44373062,0.84058049,0.50252380,0.17029661,-0.04093986,1.68419445,-0.15736766,0.30421728,-4.19021153,0.54022483,-0.97260205,0.03164764,0.21450507,1.59228376
0.10001460,0.00265492,-0.79177021,-0.00022131,-2.21031269,0.00420658,1.58751594,0.78553842,0.06726537,-0.07623705,-0.00098716,0.02787395,-0.00039084,-0.02038166,0.00137130,-0.03892565,-1.65483176,-0.44205845,0.86674085,0.50334165,0.16759598,-0.04066708,1.69393384,-0.21699733,0.32104514,-4.21286430,0.54663001,-0.98498097,0.01949103,0.21450405,1.65483176
0.10101475,0.00272588,-0.79184933,-0.00021941,-2.21030625,0.00420810,1.58748563,0.78553918,0.06800594,-0.07739340,-0.00029909,0.02188092,0.00000306,-0.02326035,0.00152181,-0.03695246,-1.71419541,-0.43984173,0.89213506,0.50415230,0.16492884,-0.04038440,1.71938463,-0.22291402,0.31340996,-4.23113037,0.54478110,-0.99509142,0.01962056,0.21450357,1.71419541
0.10201489,0.00279540,-0.79192681,-0.00021769,-2.21030588,0.00420734,1.58745622,0.78553301,0.06789993,-0.07738107,0.00069892,0.01531379,-0.00025202,-0.02498871,-0.00108713,-0.03484092,-1.77057445,-0.43756099,0.91707132,0.50497399,0.16234432,-0.04012125,1.75713427,-0.24576151,0.30165552,-4.24096711,0.54761321,-1.01348072,0.03942319,0.21450357,1.77057445
0.10301504,0.00287252,-0.79201123,-0.00021771,-2.21030930,0.00420734,1.58742386,0.78553301,0.07038064,-0.07942842,0.00009007,0.00991692,-0.00005852,-0.02841432,-0.00059409,-0.03258296,-1.82186484,-0.43576541,0.94076288,0.50578025,0.15980716,-0.03989668,1.75800081,-0.23922286,0.31167846,-4.26747384,0.54725376,-1.02007581,0.03721269,0.21450387,1.82186484
0.10401518,0.00294654,-0.79209428,-0.00021772,-2.21031859,0.00420734,1.58738724,0.78554164,0.07151631,-0.08031815,-0.00020742,0.00444219,-0.00012887,-0.03093222,0.00220316,-0.03022523,-1.86547456,-0.43413626,0.96177232,0.50653017,0.15719875,-0.03967857,1.77832305,-0.24945862,0.31761175,-4.29252604,0.54877029,-1.03299519,0.01845258,0.21450463,1.86547456
0.10501533,0.00302188,-0.79218213,-0.00021950,-2.21033477,0.00420583,1.58734427,0.78554101,0.07288997,-0.08215691,-0.00091789,-0.00132188,-0.00130214,-0.03495162,0.00163919,-0.02758495,-1.89980494,-0.43190715,0.97909358,0.50721790,0.15440975,-0.03944619,1.79538989,-0.24605378,0.32922821,-4.31333441,0.55808680,-1.03529262,0.02369398,0.21450595,1.89980494
0.10601548,0.00309498,-0.79227581,-0.00021950,-2.21035835,0.00420507,1.58729761,0.78553337,0.07373101,-0.08614065,-0.00054168,-0.00808605,-0.00152216,-0.03864576,-0.00117220,-0.02441986,-1.92314460,-0.42869011,0.99227310,0.50786122,0.15139815,-0.03923593,1.82034113,-0.21225705,0.32509273,-4.31997643,0.56069144,-1.03990134,0.04502809,0.21450785,1.92314460
0.10701562,0.00317014,-0.79237117,-0.00022158,-2.21038043,0.00420658,1.58724558,0.78553237,0.07406732,-0.08881208,-0.00100746,-0.01175545,-0.00065574,-0.04253702,-0.00094951,-0.02054329,-1.93233080,-0.42450251,1.00007900,0.50844364,0.14807586,-0.03907622,1.85240948,-0.19708430,0.33301735,-4.37040703,0.55560256,-1.04305404,0.04480202,0.21450964,1.93233080
0.10801577,0.00325724,-0.79246618,-0.00021950,-2.21041006,0.00420507,1.58719124,0.78553619,0.07821726,-0.09091167,-0.00008152,-0.01701681,-0.00112542,-0.04674687,0.00041882,-0.01635063,-1.92619040,-0.42012464,1.00152123,0.50889173,0.14434239,-0.03893479,1.83002561,-0.19050534,0.32028784,-4.39792727,0.56001097,-1.04404292,0.03632577,0.21451203,1.92619040
0.10901591,0.00334412,-0.79256379,-0.00022337,-2.21043933,0.00420826,1.58712604,0.78553862,0.08099904,-0.09280537,-0.00123895,-0.02078071,-0.00066109,-0.05203605,0.00104567,-0.01297044,-1.90657102,-0.41689011,0.99711985,0.50912130,0.14022277,-0.03877770,1.82710778,-0.18654837,0.33752721,-4.44693339,0.55767295,-1.03712487,0.03311921,0.21451439,1.90657102
0.11001606,0.00342532,-0.79265595,-0.00022337,-2.21047123,0.00420933,1.58706227,0.78554044,0.08056988,-0.09270536,-0.00085775,-0.02408567,0.00017213,-0.05595415,0.00229728,-0.01043761,-1.87700053,-0.41455554,0.98804338,0.50914522,0.13578926,-0.03860438,1.87007479,-0.21185760,0.33350557,-4.50213518,0.55289978,-1.04004023,0.02558170,0.21451697,1.87700053
0.11101621,0.00351651,-0.79275480,-0.00022337,-2.21051122,0.00420968,1.58698728,0.78554156,0.08385204,-0.09432948,-0.00023421,-0.02904331,0.00117866,-0.06149397,0.00226234,-0.00823449,-1.84168901,-0.41275800,0.97591088,0.50901967,0.13115766,-0.03842351,1.86017070,-0.21245838,0.32507449,-4.53388076,0.54692749,-1.03125072,0.02709478,0.21452019,1.84168901
0.11201635,0.00360432,-0.79284904,-0.00022158,-2.21055419,0.00420661,1.58691290,0.78553997,0.08403629,-0.09456608,0.00031870,-0.03356054,0.00020095,-0.06539165,0.00123174,-0.00648888,-1.80417375,-0.41226825,0.96283404,0.50877961,0.12653413,-0.03824857,1.89431868,-0.23344943,0.31804960,-4.57166974,0.55505415,-1.03415049,0.03572301,0.21452365,1.80417375
0.11301650,0.00369490,-0.79295641,-0.00022545,-2.21060141,0.00420471,1.58683116,0.78554140,0.08604279,-0.09800891,-0.00132455,-0.03797235,-0.00039523,-0.06966376,0.00128693,-0.00471005,-1.76542535,-0.41236820,0.94974035,0.50849097,0.12203948,-0.03809977,1.90279301,-0.20763770,0.34147228,-4.61141805,0.56043344,-1.03428025,0.03660736,0.21452744,1.76542535
0.11401664,0.00378373,-0.79305240,-0.00022723,-2.21065047,0.00420210,1.58674524,0.78554364,0.08734882,-0.09732235,-0.00123648,-0.04207491,-0.00139975,-0.07382362,0.00114967,-0.00209030,-1.72528886,-0.41138830,0.93661644,0.50822322,0.11768326,-0.03799549,1.92159047,-0.24203671,0.34107391,-4.65494889,0.56875385,-1.03512542,0.03881115,0.21453139,1.72528886
0.11501679,0.00388063,-0.79316302,-0.00022936,-2.21070349,0.00420426,1.58665430,0.78553858,0.08981169,-0.10136556,-0.00163729,-0.04511912,-0.00105559,-0.07933186,-0.00012147,0.00141578,-1.68361692,-0.40904154,0.92307199,0.50798145,0.11341387,-0.03795011,1.92341541,-0.20829455,0.34632484,-4.71396006,0.56735839,-1.02652109,0.04932433,0.21453565,1.68361692
0.11601694,0.00397100,-0.79326949,-0.00022829,-2.21076368,0.00420742,1.58655763,0.78553923,0.09026138,-0.10215307,-0.00100908,-0.04931339,0.00005386,-0.08437985,0.00085220,0.00554410,-1.63877787,-0.40595346,0.90794462,0.50772047,0.10911695,-0.03796074,1.95446614,-0.22134171,0.33764403,-4.75594683,0.56060715,-1.02099036,0.04385087,0.21454049,1.63877787
0.11701708,0.00407054,-0.79337655,-0.00023204,-2.21082771,0.00420452,1.58645608,0.78553591,0.09276427,-0.10373492,-0.00242077,-0.05379202,-0.00025236,-0.08954993,-0.00097551,0.01033915,-1.59134392,-0.40222683,0.89145088,0.50744379,0.10477371,-0.03799981,1.95604939,-0.22312250,0.35753740,-4.79406000,0.56406719,-1.01454407,0.05819359,0.21454563,1.59134392
0.11801723,0.00417190,-0.79349420,-0.00022576,-2.21089520,0.00420543,1.58634746,0.78553640,0.09591603,-0.10845585,0.00063895,-0.05715256,0.00023654,-0.09431234,-0.00091832,0.01512446,-1.54107457,-0.39900776,0.87347134,0.50710102,0.10035937,-0.03805520,1.94828630,-0.18051550,0.31247758,-4.84806660,0.56172511,-1.01082637,0.05916137,0.21455105,1.54107457
0.11901737,0.00427757,-0.79360378,-0.00023155,-2.21096796,0.00420594,1.58624121,0.78553660,0.09860481,-0.10917511,-0.00112027,-0.06154198,0.00027928,-0.09751461,-0.00156540,0.01870794,-1.48567014,-0.39822168,0.85262448,0.50657605,0.09577055,-0.03811616,1.94713663,-0.19468401,0.33735175,-4.88706495,0.56260519,-1.01825761,0.06508339,0.21455688,1.48567014
0.12001752,0.00437774,-0.79372342,-0.00023397,-2.21105035,0.00420906,1.58613263,0.78553911,0.09842264,-0.11240967,-0.00140066,-0.06731185,0.00040096,-0.10029087,0.00001557,0.02164355,-1.42651343,-0.39867839,0.82945465,0.50592902,0.09102796,-0.03813877,1.98690267,-0.17254764,0.34101840,-4.90644783,0.56280113,-1.02875204,0.05530237,0.21456347,1.42651343
0.12101767,0.00447997,-0.79384672,-0.00023032,-2.21113057,0.00420934,1.58602451,0.78553985,0.09945009,-0.11605250,-0.00018532,-0.07083408,0.00029413,-0.10280418,-0.00054471,0.02513388,-1.36413959,-0.39862093,0.80420041,0.50525502,0.08612283,-0.03810512,2.00958117,-0.14484859,0.32234801,-4.95784963,0.56472068,-1.04129399,0.06060754,0.21456989,1.36413959
0.12201781,0.00458490,-0.79397328,-0.00022826,-2.21121743,0.00420882,1.58590600,0.78553833,0.10012020,-0.11953627,0.00057520,-0.07567746,0.00032213,-0.10673216,-0.00055377,0.02925105,-1.29642935,-0.39865379,0.77540699,0.50452181,0.08091668,-0.03804897,2.03725779,-0.11913243,0.31028593,-4.99038870,0.56575449,-1.04357740,0.06217702,0.21457684,1.29642935
0.12301796,0.00469714,-0.79410261,-0.00022965,-2.21131678,0.00421132,1.58578684,0.78554085,0.10407268,-0.12228666,-0.00007205,-0.08234631,0.00100476,-0.11092591,-0.00006756,0.03350879,-1.22375032,-0.39945522,0.74328526,0.50372756,0.07542747,-0.03799046,2.01850780,-0.10353623,0.31789445,-4.99625336,0.56206451,-1.04412564,0.06008709,0.21458478,1.22375032
0.12401810,0.00480295,-0.79422442,-0.00022947,-2.21141084,0.00420898,1.58566676,0.78554097,0.10420640,-0.12223093,0.00038092,-0.08633172,0.00025046,-0.11359083,-0.00056617,0.03761079,-1.15042332,-0.40085578,0.71006642,0.50293991,0.06981753,-0.03792029,2.05417811,-0.12899436,0.31090793,-5.04007209,0.56872815,-1.05545981,0.06502199,0.21459230,1.15042332
0.12501825,0.00490921,-0.79435465,-0.00022620,-2.21151842,0.00420986,1.58554386,0.78553888,0.10385383,-0.12395170,0.00062058,-0.09233449,-0.00009169,-0.11681820,0.00003062,0.04211312,-1.08166178,-0.40210481,0.67768511,0.50225480,0.06416352,-0.03782455,2.09680962,-0.12852021,0.30625877,-5.05486093,0.57234377,-1.06289816,0.06240847,0.21460089,1.08166178
