t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.68309972,0.18586334,-0.85268196,-0.06709248,-2.35996170,0.00305643,1.43442963,0.79291433,-0.02112108,0.41476893,-0.33519024,1.33539370,-0.03583555,0.70402409,0.00404555,0.36707511,-0.72529377,-0.62502894,1.20911049,0.10237902,0.48764154,0.23743494,-2.14922910,-0.53158935,-3.54737168,11.11451880,-0.40174640,2.33495206,0.36937430,0.22467265,1.20911049
0.68409987,0.18583815,-0.85225512,-0.06742265,-2.35859574,0.00302361,1.43515836,0.79291566,-0.02172338,0.41731509,-0.33197787,1.34100727,-0.03473127,0.71332935,0.00254336,0.36791631,-0.72412085,-0.60602443,1.20105617,0.09934783,0.48696452,0.23755082,-2.17357117,-0.52759964,-3.58965703,11.13352048,-0.41587958,2.30817274,0.37928215,0.22459664,1.20105617
0.68510001,0.18581078,-0.85182631,-0.06776434,-2.35725469,0.00298814,1.43587780,0.79291927,-0.02384918,0.42182232,-0.33727619,1.34461539,-0.03438409,0.71617954,0.00246540,0.36601658,-0.73541586,-0.59081056,1.20353556,0.09647676,0.48680439,0.23765097,-2.18206568,-0.54731994,-3.52171398,11.17885901,-0.42568993,2.32685231,0.37905665,0.22452144,1.20353556
0.68610016,0.18578524,-0.85139002,-0.06810616,-2.35587046,0.00294978,1.43662389,0.79291897,-0.02465528,0.42508270,-0.33687136,1.35478770,-0.03450218,0.72562390,0.00109333,0.36235607,-0.75790006,-0.57799063,1.21682228,0.09387169,0.48723470,0.23773451,-2.20612060,-0.55973244,-3.52764107,11.13084598,-0.43139307,2.29776314,0.38814379,0.22444340,1.21682228
0.68710031,0.18575957,-0.85094898,-0.06845311,-2.35449771,0.00292367,1.43736720,0.79292338,-0.02489658,0.43153554,-0.33986392,1.36320172,-0.03146949,0.72856927,0.00183744,0.35741294,-0.78954264,-0.56679056,1.23841754,0.09148115,0.48805695,0.23780614,-2.24021533,-0.60877632,-3.48913338,11.10457597,-0.46027917,2.31444723,0.38212932,0.22436544,1.23841754
0.68810045,0.18572764,-0.85050596,-0.06879346,-2.35311106,0.00289435,1.43811455,0.79292486,-0.02730795,0.43356602,-0.33933754,1.36800041,-0.02994021,0.73430873,0.00175011,0.35097847,-0.82935403,-0.55783661,1.26711394,0.08920521,0.48928942,0.23788708,-2.24007860,-0.60012594,-3.49563030,11.13110129,-0.47795150,2.31151878,0.38211339,0.22428629,1.26711394
0.68910060,0.18569215,-0.85006364,-0.06913404,-2.35169758,0.00285809,1.43889366,0.79293156,-0.02979016,0.43498136,-0.33911479,1.37823649,-0.03188340,0.74971395,0.00354322,0.34326863,-0.87332502,-0.55199943,1.30122874,0.08690254,0.49102330,0.23799373,-2.23966024,-0.59308385,-3.49944437,11.08039494,-0.47094510,2.23886142,0.36871640,0.22420515,1.30122874
0.69010074,0.18567094,-0.84962362,-0.06947984,-2.35029211,0.00282565,1.43966021,0.79293126,-0.02737909,0.43751228,-0.34245263,1.39052384,-0.03215187,0.75158666,0.00237072,0.33452219,-0.91391353,-0.54943739,1.33514881,0.08428960,0.49293208,0.23811107,-2.31190384,-0.59663465,-3.45617081,10.99728506,-0.47634106,2.26134781,0.37638709,0.22412394,1.33514881
0.69110089,0.18563566,-0.84918631,-0.06982545,-2.34887829,0.00279592,1.44042823,0.79292864,-0.03009846,0.43623630,-0.34240128,1.39578395,-0.03206482,0.75744857,0.00088818,0.32480406,-0.94534878,-0.54918073,1.36473009,0.08119587,0.49477280,0.23821387,-2.30729818,-0.54753483,-3.45554890,11.01539976,-0.48388288,2.25621056,0.38636469,0.22404177,1.36473009
0.69210104,0.18559404,-0.84873980,-0.07016455,-2.34741659,0.00275240,1.44121636,0.79293275,-0.03420421,0.43819482,-0.34345459,1.41410680,-0.03490700,0.76851340,0.00146633,0.31509621,-0.96252205,-0.55027909,1.38652420,0.07758165,0.49632946,0.23829745,-2.28525411,-0.55866521,-3.44477032,10.84493020,-0.47057376,2.21264104,0.38163502,0.22395646,1.38652420
0.69310118,0.18555010,-0.84829954,-0.07051432,-2.34596798,0.00271974,1.44199437,0.79294004,-0.03671419,0.43974433,-0.34383607,1.42918231,-0.03416774,0.77221695,0.00326956,0.30705808,-0.96051926,-0.55166008,1.39387040,0.07337474,0.49698959,0.23838083,-2.28425182,-0.55686654,-3.43994920,10.71977203,-0.48279043,2.22134552,0.36814259,0.22387131,1.39387040
0.69410133,0.18550969,-0.84784545,-0.07085477,-2.34451123,0.00268989,1.44280693,0.79294208,-0.03782706,0.44392475,-0.34258480,1.43668087,-0.03325824,0.78412423,0.00260850,0.30065332,-0.94111646,-0.55398111,1.38517223,0.06858569,0.49650131,0.23845975,-2.30072099,-0.57929304,-3.45507736,10.69897824,-0.49602482,2.17181587,0.37211371,0.22378520,1.38517223
0.69510147,0.18546975,-0.84739172,-0.07120434,-2.34304657,0.00265267,1.44361772,0.79294402,-0.03892995,0.44708522,-0.34588042,1.44808978,-0.03481453,0.79079541,0.00222478,0.29488016,-0.91233286,-0.55810325,1.36571262,0.06341000,0.49510453,0.23849960,-2.32121937,-0.59464529,-3.41185173,10.62106111,-0.49223750,2.15834820,0.37415872,0.22369809,1.36571262
0.69610162,0.18542784,-0.84692622,-0.07155141,-2.34155910,0.00261852,1.44441265,0.79294052,-0.03943051,0.45089467,-0.34462268,1.45829200,-0.03357530,0.79258585,-0.00013480,0.28927517,-0.88019468,-0.56352134,1.33949042,0.05805422,0.49289321,0.23847530,-2.34601755,-0.61439950,-3.42591984,10.55708762,-0.50768582,2.18015253,0.39029788,0.22360920,1.33949042
0.69710177,0.18538605,-0.84646884,-0.07189724,-2.34007485,0.00258401,1.44521781,0.79294231,-0.04000589,0.45172708,-0.34815418,1.46188296,-0.03425824,0.79540219,0.00038220,0.28340105,-0.84800564,-0.56994460,1.31011624,0.05271709,0.49004867,0.23839197,-2.37246917,-0.58981629,-3.37785471,10.58579077,-0.51007976,2.19437201,0.38600962,0.22351999,1.31011624
0.69810191,0.18532465,-0.84600165,-0.07224142,-2.33858863,0.00254158,1.44602374,0.79294266,-0.04727320,0.45493505,-0.34556860,1.47136793,-0.03690514,0.80093704,0.00042016,0.27790213,-0.81777638,-0.57655561,1.28141333,0.04766433,0.48687760,0.23828979,-2.29880148,-0.60644676,-3.40969985,10.53350521,-0.49784818,2.18922629,0.38521171,0.22343018,1.28141333
0.69910206,0.18527003,-0.84554955,-0.07259204,-2.33707909,0.00251490,1.44683441,0.79295237,-0.05002004,0.45556284,-0.34687848,1.48068220,-0.03358331,0.80137848,0.00315246,0.27429186,-0.78839707,-0.58272714,1.25315491,0.04304408,0.48337904,0.23821718,-2.29258020,-0.58669053,-3.39081927,10.47959682,-0.52854668,2.21919045,0.36505940,0.22333843,1.25315491
0.70010220,0.18522141,-0.84509677,-0.07293742,-2.33558929,0.00248560,1.44766039,0.79295280,-0.04931913,0.45454297,-0.34740795,1.48785170,-0.03157446,0.80807671,0.00212585,0.27268366,-0.75556282,-0.58852498,1.22275378,0.03878257,0.47942956,0.23817952,-2.33440854,-0.54319327,-3.38112463,10.45885573,-0.54960747,2.20473484,0.37168619,0.22324735,1.22275378
0.70110235,0.18516358,-0.84463691,-0.07328200,-2.33405889,0.00244893,1.44847910,0.79295081,-0.05160609,0.45836170,-0.34448529,1.50016854,-0.03307823,0.81284444,0.00096668,0.27162040,-0.71634602,-0.59543085,1.18837899,0.03460649,0.47498341,0.23813079,-2.33062772,-0.56623274,-3.41606898,10.35969086,-0.54555646,2.20404472,0.37937818,0.22315340,1.18837899
0.70210250,0.18510383,-0.84416603,-0.07363215,-2.33253626,0.00241447,1.44930278,0.79294943,-0.05338059,0.46041809,-0.34679480,1.50434128,-0.03305654,0.81258770,0.00039207,0.27019411,-0.67332711,-0.60460629,1.15116833,0.03031826,0.47019158,0.23804366,-2.33676998,-0.55817503,-3.38236897,10.37326852,-0.55286567,2.23855368,0.38288887,0.22305935,1.15116833
0.70310264,0.18504700,-0.84369116,-0.07398050,-2.33104377,0.00237362,1.45013583,0.79295269,-0.05375517,0.46598332,-0.34550143,1.50503177,-0.03573431,0.82224037,0.00072007,0.26815148,-0.63484573,-0.61519152,1.11835586,0.02602436,0.46571310,0.23794753,-2.35911927,-0.58818973,-3.39323590,10.43812304,-0.54042866,2.20389738,0.37982946,0.22296662,1.11835586
0.70410279,0.18498039,-0.84319891,-0.07431884,-2.32949961,0.00231802,1.45098632,0.79295302,-0.05821353,0.47414443,-0.34570745,1.51441653,-0.04243003,0.83088742,0.00054541,0.26524631,-0.61162224,-0.62653097,1.09800840,0.02188919,0.46216155,0.23788846,-2.32511528,-0.66689238,-3.38852391,10.37442675,-0.49958716,2.17455525,0.38047749,0.22287035,1.09800840
0.70510293,0.18492134,-0.84269724,-0.07466280,-2.32798342,0.00227909,1.45182930,0.79295955,-0.05795594,0.48227985,-0.34592663,1.51872465,-0.04143205,0.83002933,0.00343057,0.26163753,-0.61173935,-0.63793636,1.09374463,0.01805800,0.45971170,0.23790351,-2.35740615,-0.73347555,-3.38121990,10.38151517,-0.51340665,2.21253355,0.35933005,0.22277521,1.09374463
0.70610308,0.18486041,-0.84220277,-0.07500310,-2.32644464,0.00224122,1.45268362,0.79296138,-0.05841088,0.48782308,-0.34314493,1.52207412,-0.03995806,0.83890848,0.00313823,0.25627324,-0.63904438,-0.65039139,1.10800950,0.01463965,0.45859238,0.23798908,-2.37714459,-0.76841998,-3.41228889,10.40301534,-0.53007695,2.18176430,0.36069863,0.22267821,1.10800950
0.70710323,0.18479500,-0.84170548,-0.07535029,-2.32486801,0.00219270,1.45355044,0.79296249,-0.06076143,0.49003333,-0.34333880,1.53353886,-0.04188408,0.84901038,0.00340923,0.24815834,-0.68836526,-0.66554006,1.13838859,0.01153664,0.45874011,0.23808715,-2.37331549,-0.77791208,-3.40654410,10.30886676,-0.52277323,2.14059826,0.35823505,0.22257836,1.13838859
0.70810337,0.18472791,-0.84121218,-0.07568541,-2.32332984,0.00215630,1.45441162,0.79295821,-0.06218705,0.49202399,-0.34079671,1.53755128,-0.03881080,0.84893035,0.00135026,0.23787303,-0.74754651,-0.68317895,1.17756311,0.00855156,0.45977937,0.23814212,-2.37875571,-0.76914199,-3.43483117,10.32099429,-0.55077935,2.17165985,0.37229466,0.22248043,1.17756311
0.70910352,0.18466129,-0.84071305,-0.07603891,-2.32174126,0.00210786,1.45528104,0.79296526,-0.06381432,0.49250911,-0.34607624,1.55038555,-0.04165680,0.85565272,0.00379596,0.22679764,-0.80558738,-0.70086156,1.21919456,0.00557859,0.46150481,0.23814983,-2.38897410,-0.76082790,-3.36379552,10.20456774,-0.53764031,2.15331206,0.35431557,0.22237880,1.21919456
0.71010366,0.18458450,-0.84021070,-0.07637743,-2.32012011,0.00206419,1.45617093,0.79296216,-0.06793352,0.49427349,-0.34372432,1.56839624,-0.04182226,0.86689299,0.00194583,0.21723404,-0.85114907,-0.71458407,1.25364359,0.00244532,0.46329684,0.23811789,-2.35761963,-0.77598035,-3.39230272,10.01420451,-0.54266631,2.10213620,0.36697115,0.22227468,1.25364359
0.71110381,0.18452299,-0.83972046,-0.07671779,-2.31855116,0.00202984,1.45704871,0.79296304,-0.06527415,0.49480080,-0.34289461,1.57099445,-0.03839587,0.87317911,0.00173930,0.20928358,-0.87774327,-0.72486000,1.27416915,-0.00113156,0.46467179,0.23802107,-2.42187034,-0.74665094,-3.39684177,10.04170893,-0.57322276,2.08750848,0.36780178,0.22217329,1.27416915
0.71210396,0.18444920,-0.83922152,-0.07707674,-2.31692998,0.00198133,1.45795997,0.79295839,-0.06762638,0.49354181,-0.34659979,1.58387086,-0.04195992,0.88218529,-0.00030373,0.20161441,-0.88533489,-0.73334671,1.28200921,-0.00525979,0.46585754,0.23784535,-2.41942839,-0.71854195,-3.34440028,9.92147390,-0.55478809,2.05067388,0.38185996,0.22206799,1.28200921
0.71310410,0.18436564,-0.83871681,-0.07742006,-2.31532827,0.00192908,1.45889152,0.79295915,-0.07293104,0.49785338,-0.34402600,1.59280554,-0.04418130,0.89485368,0.00027928,0.19519052,-0.87502634,-0.73837439,1.27797506,-0.00987408,0.46683269,0.23761917,-2.36823490,-0.75243754,-3.37271273,9.85651329,-0.54496234,1.98802105,0.37723359,0.22196348,1.27797506
0.71410425,0.18429226,-0.83821551,-0.07776627,-2.31372656,0.00188076,1.45979687,0.79296698,-0.07297730,0.49841377,-0.34688602,1.59195726,-0.04509595,0.90253525,0.00245170,0.19075299,-0.85386199,-0.73949720,1.26669777,-0.01474553,0.46761845,0.23739804,-2.39501107,-0.72341110,-3.32915824,9.92642907,-0.54490909,1.96194856,0.36105380,0.22185848,1.26669777
0.71510439,0.18421001,-0.83770155,-0.07812297,-2.31207144,0.00182126,1.46072637,0.79296339,-0.07572209,0.50224154,-0.34871721,1.60719686,-0.04995006,0.90954538,0.00084493,0.18813067,-0.82930703,-0.73624162,1.25403550,-0.01956942,0.46833160,0.23721372,-2.38382144,-0.76048929,-3.30023655,9.76450187,-0.51686672,1.93794706,0.37199356,0.22174950,1.25403550
0.71610454,0.18412371,-0.83720174,-0.07846271,-2.31045391,0.00177726,1.46162396,0.79296915,-0.07889771,0.50290397,-0.34827680,1.61227955,-0.04790107,0.90641252,0.00317721,0.18759651,-0.80228585,-0.72809122,1.23940300,-0.02420143,0.46868957,0.23705966,-2.36283465,-0.73906250,-3.30000273,9.74813683,-0.53762875,1.98718278,0.35483917,0.22164254,1.23940300
0.71710469,0.18405859,-0.83670294,-0.07880962,-2.30882764,0.00173306,1.46255750,0.79296689,-0.07388859,0.49977318,-0.34694836,1.61226670,-0.04614889,0.91240195,0.00151204,0.18734893,-0.77184599,-0.71852069,1.22396594,-0.02862331,0.46883581,0.23691482,-2.45763981,-0.66088863,-3.30727353,9.80381748,-0.55570846,1.97113374,0.36605262,0.22153442,1.22396594
0.71810483,0.18396854,-0.83618844,-0.07915071,-2.30718940,0.00168028,1.46350765,0.79296466,-0.07933084,0.50583994,-0.34677904,1.62353869,-0.04763789,0.92385137,0.00059095,0.18490864,-0.73905373,-0.71168855,1.21048036,-0.03289577,0.46907180,0.23674867,-2.40500193,-0.72130514,-3.30516453,9.69702248,-0.55138059,1.91509402,0.37210976,0.22142506,1.21048036
0.71910498,0.18388561,-0.83567057,-0.07950154,-2.30556737,0.00163816,1.46442309,0.79297311,-0.08043627,0.50983179,-0.34644655,1.61960577,-0.04602268,0.92400940,0.00338195,0.18035623,-0.71154976,-0.70817603,1.20240723,-0.03692469,0.46955864,0.23657065,-2.41131920,-0.72722299,-3.29982874,9.80139245,-0.56915681,1.94104139,0.35153213,0.22131622,1.20240723
0.72010512,0.18380402,-0.83514995,-0.07985363,-2.30392191,0.00158307,1.46535121,0.79296933,-0.08054085,0.51190168,-0.34682805,1.62141507,-0.04914806,0.92100739,0.00084247,0.17386759,-0.69889657,-0.70771884,1.20720836,-0.04045631,0.47091011,0.23639437,-2.43266959,-0.71794472,-3.28506431,9.82296588,-0.55315926,1.98765733,0.36892902,0.22120537,1.20720836
0.72110527,0.18372081,-0.83462060,-0.08020208,-2.30226960,0.00151945,1.46627644,0.79296695,-0.08115674,0.51927067,-0.34806930,1.63294987,-0.05344951,0.92307129,-0.00021858,0.16523021,-0.70378643,-0.70995778,1.22682022,-0.04344669,0.47331371,0.23618590,-2.44836848,-0.78994793,-3.26200708,9.70477152,-0.52880293,1.99812404,0.37594123,0.22109363,1.22682022
0.72210542,0.18363799,-0.83409142,-0.08054962,-2.30062755,0.00148212,1.46719664,0.79296316,-0.08200400,0.52157447,-0.34628939,1.63151394,-0.04870643,0.92221301,-0.00130756,0.15449638,-0.72564168,-0.71472240,1.25832559,-0.04596391,0.47647684,0.23593344,-2.45701675,-0.77992648,-3.27523575,9.77115455,-0.56852018,2.03013238,0.38317138,0.22098202,1.25832559
0.72310556,0.18354840,-0.83355067,-0.08090448,-2.29897170,0.00143924,1.46813468,0.79296695,-0.08435857,0.52608977,-0.34920254,1.64167682,-0.04662885,0.92691404,0.00018215,0.14191855,-0.76248295,-0.72185122,1.29991559,-0.04801142,0.48035225,0.23567891,-2.44922457,-0.82060508,-3.23113920,9.67254234,-0.58999502,2.02091073,0.37203968,0.22086895,1.29991559
0.72410571,0.18344707,-0.83301516,-0.08125415,-2.29729083,0.00140211,1.46906262,0.79296781,-0.08962986,0.53047148,-0.34882422,1.65042088,-0.04315223,0.92734902,0.00114329,0.12933529,-0.80917516,-0.72897005,1.34654078,-0.04968271,0.48467393,0.23547094,-2.39586039,-0.85602523,-3.22894588,9.59073649,-0.62125227,2.04208911,0.36476008,0.22075378,1.34654078
0.72510585,0.18336209,-0.83248322,-0.08161106,-2.29560751,0.00136583,1.47001058,0.79296857,-0.08769384,0.52961485,-0.35218056,1.65388967,-0.04052562,0.93128686,0.00066849,0.11824575,-0.85925758,-0.73397105,1.39297101,-0.05119812,0.48913365,0.23531378,-2.44799067,-0.81826701,-3.17610537,9.58328534,-0.64662695,2.03772109,0.36751661,0.22063787,1.39297101
0.72610600,0.18327230,-0.83193748,-0.08195849,-2.29389610,0.00131788,1.47095866,0.79296781,-0.08875954,0.53394668,-0.35046447,1.67536505,-0.04206682,0.93526415,-0.00002644,0.10822251,-0.90415383,-0.73724337,1.43289007,-0.05302909,0.49322853,0.23516918,-2.45468721,-0.87161961,-3.19097354,9.31930497,-0.64193554,2.03165964,0.37200284,0.22051968,1.43289007
0.72710615,0.18318046,-0.83139805,-0.08230168,-2.29217578,0.00127876,1.47189736,0.79296941,-0.08983961,0.53722096,-0.34798779,1.68656310,-0.04174042,0.94065041,0.00039658,0.09809187,-0.93674841,-0.74176951,1.45726564,-0.05583521,0.49607215,0.23499514,-2.45868361,-0.89558010,-3.21402345,9.19761423,-0.65054828,2.01694575,0.36849266,0.22040040,1.45726564
0.72810629,0.18308156,-0.83085749,-0.08265850,-2.29044444,0.00122553,1.47285360,0.79296423,-0.09245697,0.53646921,-0.35205078,1.69439188,-0.04573126,0.94297668,-0.00064334,0.08791865,-0.95486586,-0.74836345,1.46327347,-0.05981020,0.49744880,0.23478300,-2.44521668,-0.87037177,-3.15237298,9.12209857,-0.62896872,2.02228338,0.37556532,0.22027980,1.46327347
0.72910644,0.18298049,-0.83032263,-0.08301115,-2.28873402,0.00116895,1.47381892,0.79297215,-0.09529733,0.53729560,-0.35117548,1.70129944,-0.04978478,0.95031648,0.00186534,0.07935465,-0.95810758,-0.75386059,1.45393841,-0.06458728,0.49777358,0.23456583,-2.42357604,-0.86091159,-3.15272293,9.06145060,-0.60612866,1.99228457,0.35715213,0.22016014,1.45393841
0.73010658,0.18288269,-0.82978109,-0.08336089,-2.28702251,0.00112745,1.47478897,0.79297298,-0.09670107,0.53800193,-0.35184869,1.70118784,-0.04729690,0.95605010,0.00152223,0.07285274,-0.94973872,-0.75726343,1.43523065,-0.06967165,0.49752715,0.23437211,-2.42304431,-0.83899646,-3.13335953,9.09673831,-0.63001221,1.97368335,0.35899030,0.22003989,1.43523065
0.73110673,0.18278087,-0.82923343,-0.08370419,-2.28528028,0.00107307,1.47577499,0.79297250,-0.09833227,0.54159938,-0.34975280,1.71882134,-0.04997426,0.96505878,0.00001924,0.06737703,-0.93410231,-0.76040362,1.41097819,-0.07478041,0.49674747,0.23418523,-2.41814595,-0.88038431,-3.15141103,8.87987678,-0.61686328,1.92972958,0.36913728,0.21991711,1.41097819
0.73210688,0.18266977,-0.82868745,-0.08405135,-2.28354033,0.00103539,1.47673457,0.79296870,-0.10132182,0.54166341,-0.34992747,1.72521530,-0.04587898,0.96626616,-0.00103479,0.06242394,-0.91060882,-0.76479840,1.37851274,-0.07991347,0.49488738,0.23397371,-2.39388797,-0.86173686,-3.13934182,8.81972225,-0.65223494,1.94215100,0.37624204,0.21979396,1.37851274
0.73310702,0.18257074,-0.82812736,-0.08440469,-2.28179268,0.00098752,1.47772426,0.79296854,-0.10067292,0.54649762,-0.34947524,1.72967777,-0.04684263,0.96972541,0.00008568,0.05760193,-0.88163229,-0.77098064,1.33943781,-0.08497723,0.49197279,0.23374729,-2.42008110,-0.89500609,-3.13278451,8.78089276,-0.65159968,1.93772157,0.36789053,0.21966973,1.33943781
0.73410717,0.18245918,-0.82757858,-0.08475084,-2.28005148,0.00093961,1.47871561,0.79296918,-0.10483655,0.54799433,-0.34833225,1.73915147,-0.04735218,0.97755168,-0.00034528,0.05238003,-0.85323062,-0.77920548,1.29920814,-0.08983303,0.48845570,0.23353899,-2.37754035,-0.90100353,-3.13712870,8.67636901,-0.65402179,1.90158700,0.37045833,0.21954550,1.29920814
0.73510731,0.18236016,-0.82701980,-0.08510845,-2.27832769,0.00089947,1.47971115,0.79297456,-0.10253812,0.55075287,-0.35157217,1.73235208,-0.04534733,0.98164955,0.00213842,0.04671838,-0.83037696,-0.78854712,1.26347246,-0.09433134,0.48480365,0.23336821,-2.42844340,-0.89224724,-3.08198489,8.79531636,-0.67486139,1.89270218,0.35221726,0.21942190,1.26347246
0.73610746,0.18224919,-0.82643698,-0.08545225,-2.27657869,0.00084461,1.48071596,0.79297252,-0.10483312,0.56016422,-0.34981142,1.74133061,-0.04845078,0.98697124,0.00047978,0.04013820,-0.82250118,-0.79782629,1.24105071,-0.09825995,0.48171058,0.23324000,-2.41001767,-0.99175660,-3.09359613,8.68826924,-0.65894589,1.87355294,0.36344561,0.21929617,1.24105071
0.73710761,0.18214101,-0.82587313,-0.08580254,-2.27482265,0.00080598,1.48170095,0.79296643,-0.10575796,0.56323919,-0.35194165,1.74140621,-0.04490293,0.99039342,-0.00151331,0.03232885,-0.83748364,-0.80674723,1.23661953,-0.10158721,0.47952454,0.23314073,-2.41405325,-1.00052439,-3.05454267,8.70653502,-0.69066133,1.86870233,0.37718541,0.21916943,1.23661953
0.73810775,0.18203250,-0.82529654,-0.08615480,-2.27304582,0.00075956,1.48270650,0.79296949,-0.10744723,0.56652302,-0.34993090,1.74647874,-0.04535608,0.99244375,0.00014526,0.02363606,-0.87369006,-0.81511964,1.24929360,-0.10441893,0.47837088,0.23307579,-2.40344908,-1.01929216,-3.06669998,8.65243815,-0.69346990,1.87189127,0.36496145,0.21904072,1.24929360
0.73910790,0.18191592,-0.82471022,-0.08650658,-2.27128136,0.00071011,1.48372083,0.79297264,-0.11072241,0.57444999,-0.35147300,1.75532320,-0.04673688,0.99433292,0.00104219,0.01466995,-0.92681908,-0.82276932,1.27575422,-0.10693073,0.47822885,0.23308376,-2.37271124,-1.10316358,-3.03569795,8.54226398,-0.69031328,1.87517587,0.35805797,0.21891239,1.27575422
0.74010804,0.18180161,-0.82413751,-0.08685284,-2.26950274,0.00067316,1.48472775,0.79297416,-0.11164051,0.57312104,-0.34768438,1.75878717,-0.04345126,0.99917727,0.00091141,0.00588466,-0.99168307,-0.83015628,1.31090378,-0.10936973,0.47881587,0.23316475,-2.37056856,-1.06442039,-3.06999295,8.51226021,-0.71931533,1.85814212,0.35847712,0.21878262,1.31090378
0.74110819,0.18168880,-0.82355628,-0.08720034,-2.26767240,0.00062001,1.48574085,0.79297340,-0.11174966,0.57312052,-0.34874274,1.77750103,-0.04631617,1.00405595,0.00038075,-0.00289522,-1.05438985,-0.83866750,1.34493412,-0.11216714,0.47944513,0.23325215,-2.38545273,-1.06982678,-3.04449713,8.26130992,-0.70512363,1.83862627,0.36190759,0.21864871,1.34493412
0.74210834,0.18156586,-0.82298578,-0.08755543,-2.26587921,0.00057335,1.48673983,0.79297026,-0.11476072,0.57314100,-0.35131708,1.78646009,-0.04677560,1.00825445,-0.00086354,-0.01041140,-1.09886454,-0.84632248,1.36521831,-0.11566957,0.47912471,0.23328256,-2.35837134,-1.06116312,-2.99872280,8.14916340,-0.70833956,1.82507862,0.37039599,0.21851691,1.36521831
0.74310848,0.18144144,-0.82241942,-0.08790067,-2.26404274,0.00052270,1.48777160,0.79297643,-0.11805630,0.56959410,-0.34831981,1.80040298,-0.04867038,1.01564938,0.00170050,-0.01468576,-1.11553429,-0.85015898,1.36415003,-0.11990088,0.47728521,0.23323909,-2.32249657,-1.01710804,-3.02307491,7.96609288,-0.70040850,1.78679068,0.35185533,0.21838157,1.36415003
0.74410863,0.18131483,-0.82183815,-0.08824882,-2.26225091,0.00047034,1.48880370,0.79297026,-0.12025388,0.57192993,-0.35130641,1.80474884,-0.04958168,1.01762129,-0.00120528,-0.01513516,-1.10257308,-0.84989968,1.34116395,-0.12470010,0.47394291,0.23311988,-2.30513467,-1.02807174,-2.97175184,7.91355129,-0.70029844,1.78719516,0.37207550,0.21824893,1.34116395
0.74510877,0.18118879,-0.82128002,-0.08858531,-2.26043364,0.00042385,1.48982856,0.79297340,-0.12178346,0.56837572,-0.34396655,1.80881971,-0.04867194,1.02049691,0.00033169,-0.01308806,-1.06647328,-0.84780818,1.30272687,-0.12980801,0.46959771,0.23292140,-2.28782634,-0.96064228,-3.04905077,7.86683085,-0.71162869,1.78151837,0.36080616,0.21811407,1.30272687
0.74610892,0.18105515,-0.82070022,-0.08893084,-2.25858523,0.00037316,1.49086876,0.79296780,-0.12551275,0.57050231,-0.34515460,1.81701101,-0.04865418,1.02439893,-0.00160899,-0.01055079,-1.01374724,-0.84785025,1.25525866,-0.13508228,0.46461888,0.23265335,-2.24635322,-0.97648987,-3.02059836,7.75338281,-0.71787189,1.76703976,0.37429837,0.21797641,1.25525866
0.74710907,0.18092064,-0.82013058,-0.08927671,-2.25677800,0.00032871,1.49189436,0.79297070,-0.12742502,0.57238792,-0.34655055,1.81630631,-0.04723538,1.02743003,-0.00134929,-0.00742586,-0.95233734,-0.84906799,1.20427033,-0.14026845,0.45919326,0.23235111,-2.22907608,-0.97124725,-2.98813359,7.76632865,-0.73419031,1.75996565,0.37189410,0.21784126,1.20427033
0.74810921,0.18078359,-0.81955081,-0.08961843,-2.25493111,0.00027573,1.49293914,0.79296915,-0.13066062,0.57297866,-0.34400690,1.82269367,-0.04965014,1.03320251,-0.00206343,-0.00314840,-0.89133094,-0.84894131,1.15596871,-0.14507314,0.45368691,0.23205336,-2.18959386,-0.96419823,-3.00504135,7.67753232,-0.72266539,1.73180510,0.37662768,0.21770277,1.15596871
0.74910936,0.18064811,-0.81898267,-0.08996595,-2.25313231,0.00022668,1.49399372,0.79296711,-0.13136806,0.57340862,-0.34845304,1.81844571,-0.04855344,1.03983704,-0.00253121,0.00220244,-0.83510789,-0.84667268,1.11429570,-0.14936172,0.44850499,0.23178909,-2.19092461,-0.93815195,-2.93334754,7.73916492,-0.73673744,1.69754257,0.37955774,0.21756728,1.11429570
0.75010950,0.18051518,-0.81841153,-0.09030648,-2.25132131,0.00017744,1.49505014,0.79297260,-0.13127263,0.57264487,-0.34480755,1.81217715,-0.04941271,1.04607333,-0.00028285,0.00783197,-0.78836817,-0.84203465,1.08558523,-0.15296548,0.44440058,0.23159683,-2.19547367,-0.88909659,-2.96177381,7.82806037,-0.73596910,1.66620755,0.36311702,0.21743048,1.08558523
0.75110965,0.18038253,-0.81781584,-0.09064564,-2.24946256,0.00012472,1.49611471,0.79297176,-0.13172939,0.57835328,-0.34278557,1.82095146,-0.05016934,1.04777488,-0.00017228,0.01138347,-0.75565992,-0.83878485,1.07414732,-0.15599231,0.44186689,0.23149055,-2.19466906,-0.94443036,-2.97220511,7.69537566,-0.73630824,1.66463346,0.36201130,0.21728971,1.07414732
